codice_gestione,codice_voce,macro_categoria_v2
SP8,4.03.07.01.006,Trasferimenti c/capitale
VCE,4.03.07.01.006,Trasferimenti c/capitale
VCF,4.03.07.01.006,Trasferimenti c/capitale
AAI,4.03.07.01.007,Trasferimenti c/capitale
ASP,4.03.07.01.007,Trasferimenti c/capitale
EPF,4.03.07.01.007,Trasferimenti c/capitale
FLS,4.03.07.01.007,Trasferimenti c/capitale
MON,4.03.07.01.007,Trasferimenti c/capitale
PRO,4.03.07.01.007,Trasferimenti c/capitale
REG,4.03.07.01.007,Trasferimenti c/capitale
SP1,4.03.07.01.007,Trasferimenti c/capitale
SP3,4.03.07.01.007,Trasferimenti c/capitale
SP8,4.03.07.01.007,Trasferimenti c/capitale
VCE,4.03.07.01.007,Trasferimenti c/capitale
VCF,4.03.07.01.007,Trasferimenti c/capitale
AAI,4.03.07.01.008,Trasferimenti c/capitale
ASP,4.03.07.01.008,Trasferimenti c/capitale
EPF,4.03.07.01.008,Trasferimenti c/capitale
FLS,4.03.07.01.008,Trasferimenti c/capitale
MON,4.03.07.01.008,Trasferimenti c/capitale
PRO,4.03.07.01.008,Trasferimenti c/capitale
REG,4.03.07.01.008,Trasferimenti c/capitale
SP1,4.03.07.01.008,Trasferimenti c/capitale
SP3,4.03.07.01.008,Trasferimenti c/capitale
SP8,4.03.07.01.008,Trasferimenti c/capitale
VCE,4.03.07.01.008,Trasferimenti c/capitale
VCF,4.03.07.01.008,Trasferimenti c/capitale
AAI,4.03.07.01.009,Trasferimenti c/capitale
ASP,4.03.07.01.009,Trasferimenti c/capitale
EPF,4.03.07.01.009,Trasferimenti c/capitale
FLS,4.03.07.01.009,Trasferimenti c/capitale
MON,4.03.07.01.009,Trasferimenti c/capitale
PRO,4.03.07.01.009,Trasferimenti c/capitale
REG,4.03.07.01.009,Trasferimenti c/capitale
SP1,4.03.07.01.009,Trasferimenti c/capitale
SP3,4.03.07.01.009,Trasferimenti c/capitale
SP8,4.03.07.01.009,Trasferimenti c/capitale
VCE,4.03.07.01.009,Trasferimenti c/capitale
VCF,4.03.07.01.009,Trasferimenti c/capitale
AAI,4.03.07.01.010,Trasferimenti c/capitale
ASP,4.03.07.01.010,Trasferimenti c/capitale
EPF,4.03.07.01.010,Trasferimenti c/capitale
FLS,4.03.07.01.010,Trasferimenti c/capitale
MON,4.03.07.01.010,Trasferimenti c/capitale
PRO,4.03.07.01.010,Trasferimenti c/capitale
REG,4.03.07.01.010,Trasferimenti c/capitale
SP1,4.03.07.01.010,Trasferimenti c/capitale
SP3,4.03.07.01.010,Trasferimenti c/capitale
SP8,4.03.07.01.010,Trasferimenti c/capitale
VCE,4.03.07.01.010,Trasferimenti c/capitale
VCF,4.03.07.01.010,Trasferimenti c/capitale
AAI,4.03.07.01.011,Trasferimenti c/capitale
ASP,4.03.07.01.011,Trasferimenti c/capitale
EPF,4.03.07.01.011,Trasferimenti c/capitale
FLS,4.03.07.01.011,Trasferimenti c/capitale
MON,4.03.07.01.011,Trasferimenti c/capitale
PRO,4.03.07.01.011,Trasferimenti c/capitale
REG,4.03.07.01.011,Trasferimenti c/capitale
SP1,4.03.07.01.011,Trasferimenti c/capitale
SP3,4.03.07.01.011,Trasferimenti c/capitale
SP8,4.03.07.01.011,Trasferimenti c/capitale
VCE,4.03.07.01.011,Trasferimenti c/capitale
VCF,4.03.07.01.011,Trasferimenti c/capitale
AAI,4.03.07.01.012,Trasferimenti c/capitale
ASP,4.03.07.01.012,Trasferimenti c/capitale
EPF,4.03.07.01.012,Trasferimenti c/capitale
FLS,4.03.07.01.012,Trasferimenti c/capitale
MON,4.03.07.01.012,Trasferimenti c/capitale
PRO,4.03.07.01.012,Trasferimenti c/capitale
REG,4.03.07.01.012,Trasferimenti c/capitale
SP1,4.03.07.01.012,Trasferimenti c/capitale
SP3,4.03.07.01.012,Trasferimenti c/capitale
SP8,4.03.07.01.012,Trasferimenti c/capitale
VCE,4.03.07.01.012,Trasferimenti c/capitale
VCF,4.03.07.01.012,Trasferimenti c/capitale
AAI,4.03.07.01.013,Trasferimenti c/capitale
ASP,4.03.07.01.013,Trasferimenti c/capitale
EPF,4.03.07.01.013,Trasferimenti c/capitale
FLS,4.03.07.01.013,Trasferimenti c/capitale
MON,4.03.07.01.013,Trasferimenti c/capitale
PRO,4.03.07.01.013,Trasferimenti c/capitale
REG,4.03.07.01.013,Trasferimenti c/capitale
SP1,4.03.07.01.013,Trasferimenti c/capitale
SP3,4.03.07.01.013,Trasferimenti c/capitale
SP8,4.03.07.01.013,Trasferimenti c/capitale
VCE,4.03.07.01.013,Trasferimenti c/capitale
VCF,4.03.07.01.013,Trasferimenti c/capitale
AAI,4.03.07.01.999,Trasferimenti c/capitale
ASP,4.03.07.01.999,Trasferimenti c/capitale
EPF,4.03.07.01.999,Trasferimenti c/capitale
FLS,4.03.07.01.999,Trasferimenti c/capitale
MON,4.03.07.01.999,Trasferimenti c/capitale
PRO,4.03.07.01.999,Trasferimenti c/capitale
REG,4.03.07.01.999,Trasferimenti c/capitale
SP1,4.03.07.01.999,Trasferimenti c/capitale
SP3,4.03.07.01.999,Trasferimenti c/capitale
SP8,4.03.07.01.999,Trasferimenti c/capitale
VCE,4.03.07.01.999,Trasferimenti c/capitale
VCF,4.03.07.01.999,Trasferimenti c/capitale
AAI,4.03.07.02.001,Trasferimenti c/capitale
ASP,4.03.07.02.001,Trasferimenti c/capitale
EPF,4.03.07.02.001,Trasferimenti c/capitale
FLS,4.03.07.02.001,Trasferimenti c/capitale
MON,4.03.07.02.001,Trasferimenti c/capitale
PRO,4.03.07.02.001,Trasferimenti c/capitale
REG,4.03.07.02.001,Trasferimenti c/capitale
SP1,4.03.07.02.001,Trasferimenti c/capitale
SP3,4.03.07.02.001,Trasferimenti c/capitale
SP8,4.03.07.02.001,Trasferimenti c/capitale
VCE,4.03.07.02.001,Trasferimenti c/capitale
VCF,4.03.07.02.001,Trasferimenti c/capitale
AAI,4.03.07.02.002,Trasferimenti c/capitale
ASP,4.03.07.02.002,Trasferimenti c/capitale
EPF,4.03.07.02.002,Trasferimenti c/capitale
FLS,4.03.07.02.002,Trasferimenti c/capitale
MON,4.03.07.02.002,Trasferimenti c/capitale
PRO,4.03.07.02.002,Trasferimenti c/capitale
REG,4.03.07.02.002,Trasferimenti c/capitale
SP1,4.03.07.02.002,Trasferimenti c/capitale
SP3,4.03.07.02.002,Trasferimenti c/capitale
SP8,4.03.07.02.002,Trasferimenti c/capitale
VCE,4.03.07.02.002,Trasferimenti c/capitale
VCF,4.03.07.02.002,Trasferimenti c/capitale
AAI,4.03.07.02.003,Trasferimenti c/capitale
ASP,4.03.07.02.003,Trasferimenti c/capitale
EPF,4.03.07.02.003,Trasferimenti c/capitale
FLS,4.03.07.02.003,Trasferimenti c/capitale
MON,4.03.07.02.003,Trasferimenti c/capitale
PRO,4.03.07.02.003,Trasferimenti c/capitale
REG,4.03.07.02.003,Trasferimenti c/capitale
SP1,4.03.07.02.003,Trasferimenti c/capitale
SP3,4.03.07.02.003,Trasferimenti c/capitale
SP8,4.03.07.02.003,Trasferimenti c/capitale
VCE,4.03.07.02.003,Trasferimenti c/capitale
VCF,4.03.07.02.003,Trasferimenti c/capitale
AAI,4.03.07.02.004,Trasferimenti c/capitale
ASP,4.03.07.02.004,Trasferimenti c/capitale
EPF,4.03.07.02.004,Trasferimenti c/capitale
FLS,4.03.07.02.004,Trasferimenti c/capitale
MON,4.03.07.02.004,Trasferimenti c/capitale
PRO,4.03.07.02.004,Trasferimenti c/capitale
REG,4.03.07.02.004,Trasferimenti c/capitale
SP1,4.03.07.02.004,Trasferimenti c/capitale
SP3,4.03.07.02.004,Trasferimenti c/capitale
SP8,4.03.07.02.004,Trasferimenti c/capitale
VCE,4.03.07.02.004,Trasferimenti c/capitale
VCF,4.03.07.02.004,Trasferimenti c/capitale
AAI,4.03.07.02.005,Trasferimenti c/capitale
ASP,4.03.07.02.005,Trasferimenti c/capitale
EPF,4.03.07.02.005,Trasferimenti c/capitale
FLS,4.03.07.02.005,Trasferimenti c/capitale
MON,4.03.07.02.005,Trasferimenti c/capitale
PRO,4.03.07.02.005,Trasferimenti c/capitale
REG,4.03.07.02.005,Trasferimenti c/capitale
SP1,4.03.07.02.005,Trasferimenti c/capitale
SP3,4.03.07.02.005,Trasferimenti c/capitale
SP8,4.03.07.02.005,Trasferimenti c/capitale
VCE,4.03.07.02.005,Trasferimenti c/capitale
VCF,4.03.07.02.005,Trasferimenti c/capitale
AAI,4.03.07.02.006,Trasferimenti c/capitale
ASP,4.03.07.02.006,Trasferimenti c/capitale
EPF,4.03.07.02.006,Trasferimenti c/capitale
FLS,4.03.07.02.006,Trasferimenti c/capitale
MON,4.03.07.02.006,Trasferimenti c/capitale
PRO,4.03.07.02.006,Trasferimenti c/capitale
REG,4.03.07.02.006,Trasferimenti c/capitale
SP1,4.03.07.02.006,Trasferimenti c/capitale
SP3,4.03.07.02.006,Trasferimenti c/capitale
SP8,4.03.07.02.006,Trasferimenti c/capitale
VCE,4.03.07.02.006,Trasferimenti c/capitale
VCF,4.03.07.02.006,Trasferimenti c/capitale
AAI,4.03.07.02.007,Trasferimenti c/capitale
ASP,4.03.07.02.007,Trasferimenti c/capitale
EPF,4.03.07.02.007,Trasferimenti c/capitale
FLS,4.03.07.02.007,Trasferimenti c/capitale
MON,4.03.07.02.007,Trasferimenti c/capitale
PRO,4.03.07.02.007,Trasferimenti c/capitale
REG,4.03.07.02.007,Trasferimenti c/capitale
SP1,4.03.07.02.007,Trasferimenti c/capitale
SP3,4.03.07.02.007,Trasferimenti c/capitale
SP8,4.03.07.02.007,Trasferimenti c/capitale
VCE,4.03.07.02.007,Trasferimenti c/capitale
VCF,4.03.07.02.007,Trasferimenti c/capitale
AAI,4.03.07.02.008,Trasferimenti c/capitale
ASP,4.03.07.02.008,Trasferimenti c/capitale
EPF,4.03.07.02.008,Trasferimenti c/capitale
FLS,4.03.07.02.008,Trasferimenti c/capitale
MON,4.03.07.02.008,Trasferimenti c/capitale
PRO,4.03.07.02.008,Trasferimenti c/capitale
REG,4.03.07.02.008,Trasferimenti c/capitale
SP1,4.03.07.02.008,Trasferimenti c/capitale
SP3,4.03.07.02.008,Trasferimenti c/capitale
SP8,4.03.07.02.008,Trasferimenti c/capitale
VCE,4.03.07.02.008,Trasferimenti c/capitale
VCF,4.03.07.02.008,Trasferimenti c/capitale
AAI,4.03.07.02.009,Trasferimenti c/capitale
ASP,4.03.07.02.009,Trasferimenti c/capitale
EPF,4.03.07.02.009,Trasferimenti c/capitale
FLS,4.03.07.02.009,Trasferimenti c/capitale
MON,4.03.07.02.009,Trasferimenti c/capitale
PRO,4.03.07.02.009,Trasferimenti c/capitale
REG,4.03.07.02.009,Trasferimenti c/capitale
SP1,4.03.07.02.009,Trasferimenti c/capitale
SP3,4.03.07.02.009,Trasferimenti c/capitale
SP8,4.03.07.02.009,Trasferimenti c/capitale
VCE,4.03.07.02.009,Trasferimenti c/capitale
VCF,4.03.07.02.009,Trasferimenti c/capitale
AAI,4.03.07.02.010,Trasferimenti c/capitale
ASP,4.03.07.02.010,Trasferimenti c/capitale
EPF,4.03.07.02.010,Trasferimenti c/capitale
FLS,4.03.07.02.010,Trasferimenti c/capitale
MON,4.03.07.02.010,Trasferimenti c/capitale
PRO,4.03.07.02.010,Trasferimenti c/capitale
REG,4.03.07.02.010,Trasferimenti c/capitale
SP1,4.03.07.02.010,Trasferimenti c/capitale
SP3,4.03.07.02.010,Trasferimenti c/capitale
SP8,4.03.07.02.010,Trasferimenti c/capitale
VCE,4.03.07.02.010,Trasferimenti c/capitale
VCF,4.03.07.02.010,Trasferimenti c/capitale
AAI,4.03.07.02.011,Trasferimenti c/capitale
ASP,4.03.07.02.011,Trasferimenti c/capitale
EPF,4.03.07.02.011,Trasferimenti c/capitale
FLS,4.03.07.02.011,Trasferimenti c/capitale
MON,4.03.07.02.011,Trasferimenti c/capitale
PRO,4.03.07.02.011,Trasferimenti c/capitale
REG,4.03.07.02.011,Trasferimenti c/capitale
SP1,4.03.07.02.011,Trasferimenti c/capitale
SP3,4.03.07.02.011,Trasferimenti c/capitale
SP8,4.03.07.02.011,Trasferimenti c/capitale
VCE,4.03.07.02.011,Trasferimenti c/capitale
VCF,4.03.07.02.011,Trasferimenti c/capitale
AAI,4.03.07.02.012,Trasferimenti c/capitale
ASP,4.03.07.02.012,Trasferimenti c/capitale
EPF,4.03.07.02.012,Trasferimenti c/capitale
FLS,4.03.07.02.012,Trasferimenti c/capitale
MON,4.03.07.02.012,Trasferimenti c/capitale
PRO,4.03.07.02.012,Trasferimenti c/capitale
REG,4.03.07.02.012,Trasferimenti c/capitale
SP1,4.03.07.02.012,Trasferimenti c/capitale
SP3,4.03.07.02.012,Trasferimenti c/capitale
SP8,4.03.07.02.012,Trasferimenti c/capitale
VCE,4.03.07.02.012,Trasferimenti c/capitale
VCF,4.03.07.02.012,Trasferimenti c/capitale
AAI,4.03.07.02.013,Trasferimenti c/capitale
ASP,4.03.07.02.013,Trasferimenti c/capitale
EPF,4.03.07.02.013,Trasferimenti c/capitale
FLS,4.03.07.02.013,Trasferimenti c/capitale
MON,4.03.07.02.013,Trasferimenti c/capitale
PRO,4.03.07.02.013,Trasferimenti c/capitale
REG,4.03.07.02.013,Trasferimenti c/capitale
SP1,4.03.07.02.013,Trasferimenti c/capitale
SP3,4.03.07.02.013,Trasferimenti c/capitale
SP8,4.03.07.02.013,Trasferimenti c/capitale
VCE,4.03.07.02.013,Trasferimenti c/capitale
VCF,4.03.07.02.013,Trasferimenti c/capitale
AAI,4.03.07.02.014,Trasferimenti c/capitale
ASP,4.03.07.02.014,Trasferimenti c/capitale
EPF,4.03.07.02.014,Trasferimenti c/capitale
FLS,4.03.07.02.014,Trasferimenti c/capitale
MON,4.03.07.02.014,Trasferimenti c/capitale
PRO,4.03.07.02.014,Trasferimenti c/capitale
REG,4.03.07.02.014,Trasferimenti c/capitale
SP1,4.03.07.02.014,Trasferimenti c/capitale
SP3,4.03.07.02.014,Trasferimenti c/capitale
SP8,4.03.07.02.014,Trasferimenti c/capitale
VCE,4.03.07.02.014,Trasferimenti c/capitale
VCF,4.03.07.02.014,Trasferimenti c/capitale
AAI,4.03.07.02.015,Trasferimenti c/capitale
ASP,4.03.07.02.015,Trasferimenti c/capitale
EPF,4.03.07.02.015,Trasferimenti c/capitale
FLS,4.03.07.02.015,Trasferimenti c/capitale
MON,4.03.07.02.015,Trasferimenti c/capitale
PRO,4.03.07.02.015,Trasferimenti c/capitale
REG,4.03.07.02.015,Trasferimenti c/capitale
SP1,4.03.07.02.015,Trasferimenti c/capitale
SP3,4.03.07.02.015,Trasferimenti c/capitale
SP8,4.03.07.02.015,Trasferimenti c/capitale
VCE,4.03.07.02.015,Trasferimenti c/capitale
VCF,4.03.07.02.015,Trasferimenti c/capitale
AAI,4.03.07.02.016,Trasferimenti c/capitale
ASP,4.03.07.02.016,Trasferimenti c/capitale
EPF,4.03.07.02.016,Trasferimenti c/capitale
FLS,4.03.07.02.016,Trasferimenti c/capitale
MON,4.03.07.02.016,Trasferimenti c/capitale
PRO,4.03.07.02.016,Trasferimenti c/capitale
REG,4.03.07.02.016,Trasferimenti c/capitale
SP1,4.03.07.02.016,Trasferimenti c/capitale
SP3,4.03.07.02.016,Trasferimenti c/capitale
SP8,4.03.07.02.016,Trasferimenti c/capitale
VCE,4.03.07.02.016,Trasferimenti c/capitale
VCF,4.03.07.02.016,Trasferimenti c/capitale
AAI,4.03.07.02.017,Trasferimenti c/capitale
ASP,4.03.07.02.017,Trasferimenti c/capitale
EPF,4.03.07.02.017,Trasferimenti c/capitale
FLS,4.03.07.02.017,Trasferimenti c/capitale
MON,4.03.07.02.017,Trasferimenti c/capitale
PRO,4.03.07.02.017,Trasferimenti c/capitale
REG,4.03.07.02.017,Trasferimenti c/capitale
SP1,4.03.07.02.017,Trasferimenti c/capitale
SP3,4.03.07.02.017,Trasferimenti c/capitale
SP8,4.03.07.02.017,Trasferimenti c/capitale
VCE,4.03.07.02.017,Trasferimenti c/capitale
VCF,4.03.07.02.017,Trasferimenti c/capitale
AAI,4.03.07.02.018,Trasferimenti c/capitale
ASP,4.03.07.02.018,Trasferimenti c/capitale
EPF,4.03.07.02.018,Trasferimenti c/capitale
FLS,4.03.07.02.018,Trasferimenti c/capitale
MON,4.03.07.02.018,Trasferimenti c/capitale
PRO,4.03.07.02.018,Trasferimenti c/capitale
REG,4.03.07.02.018,Trasferimenti c/capitale
SP1,4.03.07.02.018,Trasferimenti c/capitale
SP3,4.03.07.02.018,Trasferimenti c/capitale
SP8,4.03.07.02.018,Trasferimenti c/capitale
VCE,4.03.07.02.018,Trasferimenti c/capitale
VCF,4.03.07.02.018,Trasferimenti c/capitale
AAI,4.03.07.02.019,Trasferimenti c/capitale
ASP,4.03.07.02.019,Trasferimenti c/capitale
EPF,4.03.07.02.019,Trasferimenti c/capitale
FLS,4.03.07.02.019,Trasferimenti c/capitale
MON,4.03.07.02.019,Trasferimenti c/capitale
PRO,4.03.07.02.019,Trasferimenti c/capitale
REG,4.03.07.02.019,Trasferimenti c/capitale
SP1,4.03.07.02.019,Trasferimenti c/capitale
SP3,4.03.07.02.019,Trasferimenti c/capitale
SP8,4.03.07.02.019,Trasferimenti c/capitale
VCE,4.03.07.02.019,Trasferimenti c/capitale
VCF,4.03.07.02.019,Trasferimenti c/capitale
AAI,4.03.07.02.999,Trasferimenti c/capitale
ASP,4.03.07.02.999,Trasferimenti c/capitale
EPF,4.03.07.02.999,Trasferimenti c/capitale
FLS,4.03.07.02.999,Trasferimenti c/capitale
MON,4.03.07.02.999,Trasferimenti c/capitale
PRO,4.03.07.02.999,Trasferimenti c/capitale
REG,4.03.07.02.999,Trasferimenti c/capitale
SP1,4.03.07.02.999,Trasferimenti c/capitale
SP3,4.03.07.02.999,Trasferimenti c/capitale
SP8,4.03.07.02.999,Trasferimenti c/capitale
VCE,4.03.07.02.999,Trasferimenti c/capitale
VCF,4.03.07.02.999,Trasferimenti c/capitale
AAI,4.03.07.03.001,Trasferimenti c/capitale
ASP,4.03.07.03.001,Trasferimenti c/capitale
EPF,4.03.07.03.001,Trasferimenti c/capitale
FLS,4.03.07.03.001,Trasferimenti c/capitale
MON,4.03.07.03.001,Trasferimenti c/capitale
PRO,4.03.07.03.001,Trasferimenti c/capitale
REG,4.03.07.03.001,Trasferimenti c/capitale
SP1,4.03.07.03.001,Trasferimenti c/capitale
SP3,4.03.07.03.001,Trasferimenti c/capitale
SP8,4.03.07.03.001,Trasferimenti c/capitale
VCE,4.03.07.03.001,Trasferimenti c/capitale
VCF,4.03.07.03.001,Trasferimenti c/capitale
AAI,4.03.07.03.002,Trasferimenti c/capitale
ASP,4.03.07.03.002,Trasferimenti c/capitale
EPF,4.03.07.03.002,Trasferimenti c/capitale
FLS,4.03.07.03.002,Trasferimenti c/capitale
MON,4.03.07.03.002,Trasferimenti c/capitale
PRO,4.03.07.03.002,Trasferimenti c/capitale
REG,4.03.07.03.002,Trasferimenti c/capitale
SP1,4.03.07.03.002,Trasferimenti c/capitale
SP3,4.03.07.03.002,Trasferimenti c/capitale
SP8,4.03.07.03.002,Trasferimenti c/capitale
VCE,4.03.07.03.002,Trasferimenti c/capitale
VCF,4.03.07.03.002,Trasferimenti c/capitale
AAI,4.03.07.03.999,Trasferimenti c/capitale
ASP,4.03.07.03.999,Trasferimenti c/capitale
EPF,4.03.07.03.999,Trasferimenti c/capitale
FLS,4.03.07.03.999,Trasferimenti c/capitale
MON,4.03.07.03.999,Trasferimenti c/capitale
PRO,4.03.07.03.999,Trasferimenti c/capitale
REG,4.03.07.03.999,Trasferimenti c/capitale
SP1,4.03.07.03.999,Trasferimenti c/capitale
SP3,4.03.07.03.999,Trasferimenti c/capitale
SP8,4.03.07.03.999,Trasferimenti c/capitale
VCE,4.03.07.03.999,Trasferimenti c/capitale
VCF,4.03.07.03.999,Trasferimenti c/capitale
AAI,4.03.07.04.001,Trasferimenti c/capitale
ASP,4.03.07.04.001,Trasferimenti c/capitale
EPF,4.03.07.04.001,Trasferimenti c/capitale
FLS,4.03.07.04.001,Trasferimenti c/capitale
MON,4.03.07.04.001,Trasferimenti c/capitale
PRO,4.03.07.04.001,Trasferimenti c/capitale
REG,4.03.07.04.001,Trasferimenti c/capitale
SP1,4.03.07.04.001,Trasferimenti c/capitale
SP3,4.03.07.04.001,Trasferimenti c/capitale
SP8,4.03.07.04.001,Trasferimenti c/capitale
VCE,4.03.07.04.001,Trasferimenti c/capitale
VCF,4.03.07.04.001,Trasferimenti c/capitale
AAI,4.03.08.01.001,Trasferimenti c/capitale
ASP,4.03.08.01.001,Trasferimenti c/capitale
EPF,4.03.08.01.001,Trasferimenti c/capitale
FLS,4.03.08.01.001,Trasferimenti c/capitale
MON,4.03.08.01.001,Trasferimenti c/capitale
PRO,4.03.08.01.001,Trasferimenti c/capitale
REG,4.03.08.01.001,Trasferimenti c/capitale
SP1,4.03.08.01.001,Trasferimenti c/capitale
SP3,4.03.08.01.001,Trasferimenti c/capitale
SP8,4.03.08.01.001,Trasferimenti c/capitale
VCE,4.03.08.01.001,Trasferimenti c/capitale
VCF,4.03.08.01.001,Trasferimenti c/capitale
AAI,4.03.08.02.001,Trasferimenti c/capitale
ASP,4.03.08.02.001,Trasferimenti c/capitale
EPF,4.03.08.02.001,Trasferimenti c/capitale
FLS,4.03.08.02.001,Trasferimenti c/capitale
MON,4.03.08.02.001,Trasferimenti c/capitale
PRO,4.03.08.02.001,Trasferimenti c/capitale
REG,4.03.08.02.001,Trasferimenti c/capitale
SP1,4.03.08.02.001,Trasferimenti c/capitale
SP3,4.03.08.02.001,Trasferimenti c/capitale
SP8,4.03.08.02.001,Trasferimenti c/capitale
VCE,4.03.08.02.001,Trasferimenti c/capitale
VCF,4.03.08.02.001,Trasferimenti c/capitale
AAI,4.03.08.99.999,Trasferimenti c/capitale
ASP,4.03.08.99.999,Trasferimenti c/capitale
EPF,4.03.08.99.999,Trasferimenti c/capitale
FLS,4.03.08.99.999,Trasferimenti c/capitale
MON,4.03.08.99.999,Trasferimenti c/capitale
PRO,4.03.08.99.999,Trasferimenti c/capitale
REG,4.03.08.99.999,Trasferimenti c/capitale
SP1,4.03.08.99.999,Trasferimenti c/capitale
SP3,4.03.08.99.999,Trasferimenti c/capitale
SP8,4.03.08.99.999,Trasferimenti c/capitale
VCE,4.03.08.99.999,Trasferimenti c/capitale
VCF,4.03.08.99.999,Trasferimenti c/capitale
AAI,4.03.09.01.001,Trasferimenti c/capitale
ASP,4.03.09.01.001,Trasferimenti c/capitale
EPF,4.03.09.01.001,Trasferimenti c/capitale
FLS,4.03.09.01.001,Trasferimenti c/capitale
MON,4.03.09.01.001,Trasferimenti c/capitale
PRO,4.03.09.01.001,Trasferimenti c/capitale
REG,4.03.09.01.001,Trasferimenti c/capitale
SP1,4.03.09.01.001,Trasferimenti c/capitale
SP3,4.03.09.01.001,Trasferimenti c/capitale
SP8,4.03.09.01.001,Trasferimenti c/capitale
VCE,4.03.09.01.001,Trasferimenti c/capitale
VCF,4.03.09.01.001,Trasferimenti c/capitale
AAI,4.03.09.02.001,Trasferimenti c/capitale
ASP,4.03.09.02.001,Trasferimenti c/capitale
EPF,4.03.09.02.001,Trasferimenti c/capitale
FLS,4.03.09.02.001,Trasferimenti c/capitale
MON,4.03.09.02.001,Trasferimenti c/capitale
PRO,4.03.09.02.001,Trasferimenti c/capitale
REG,4.03.09.02.001,Trasferimenti c/capitale
SP1,4.03.09.02.001,Trasferimenti c/capitale
SP3,4.03.09.02.001,Trasferimenti c/capitale
SP8,4.03.09.02.001,Trasferimenti c/capitale
VCE,4.03.09.02.001,Trasferimenti c/capitale
VCF,4.03.09.02.001,Trasferimenti c/capitale
AAI,4.03.10.01.001,Trasferimenti c/capitale
ASP,4.03.10.01.001,Trasferimenti c/capitale
EPF,4.03.10.01.001,Trasferimenti c/capitale
FLS,4.03.10.01.001,Trasferimenti c/capitale
MON,4.03.10.01.001,Trasferimenti c/capitale
PRO,4.03.10.01.001,Trasferimenti c/capitale
REG,4.03.10.01.001,Trasferimenti c/capitale
RIC,4.03.10.01.001,Trasferimenti c/capitale
SP1,4.03.10.01.001,Trasferimenti c/capitale
SP3,4.03.10.01.001,Trasferimenti c/capitale
SP4,4.03.10.01.001,Trasferimenti c/capitale
SP7,4.03.10.01.001,Trasferimenti c/capitale
SP8,4.03.10.01.001,Trasferimenti c/capitale
UNI,4.03.10.01.001,Trasferimenti c/capitale
VCE,4.03.10.01.001,Trasferimenti c/capitale
VCF,4.03.10.01.001,Trasferimenti c/capitale
AAI,4.03.10.01.003,Trasferimenti c/capitale
ASP,4.03.10.01.003,Trasferimenti c/capitale
EPF,4.03.10.01.003,Trasferimenti c/capitale
FLS,4.03.10.01.003,Trasferimenti c/capitale
MON,4.03.10.01.003,Trasferimenti c/capitale
PRO,4.03.10.01.003,Trasferimenti c/capitale
REG,4.03.10.01.003,Trasferimenti c/capitale
RIC,4.03.10.01.003,Trasferimenti c/capitale
SP1,4.03.10.01.003,Trasferimenti c/capitale
SP3,4.03.10.01.003,Trasferimenti c/capitale
SP4,4.03.10.01.003,Trasferimenti c/capitale
SP7,4.03.10.01.003,Trasferimenti c/capitale
SP8,4.03.10.01.003,Trasferimenti c/capitale
UNI,4.03.10.01.003,Trasferimenti c/capitale
VCE,4.03.10.01.003,Trasferimenti c/capitale
VCF,4.03.10.01.003,Trasferimenti c/capitale
AAI,4.03.10.01.004,Trasferimenti c/capitale
ASP,4.03.10.01.004,Trasferimenti c/capitale
EPF,4.03.10.01.004,Trasferimenti c/capitale
FLS,4.03.10.01.004,Trasferimenti c/capitale
MON,4.03.10.01.004,Trasferimenti c/capitale
PRO,4.03.10.01.004,Trasferimenti c/capitale
REG,4.03.10.01.004,Trasferimenti c/capitale
RIC,4.03.10.01.004,Trasferimenti c/capitale
SP1,4.03.10.01.004,Trasferimenti c/capitale
SP3,4.03.10.01.004,Trasferimenti c/capitale
SP4,4.03.10.01.004,Trasferimenti c/capitale
SP7,4.03.10.01.004,Trasferimenti c/capitale
SP8,4.03.10.01.004,Trasferimenti c/capitale
UNI,4.03.10.01.004,Trasferimenti c/capitale
VCE,4.03.10.01.004,Trasferimenti c/capitale
VCF,4.03.10.01.004,Trasferimenti c/capitale
AAI,4.03.10.01.005,Trasferimenti c/capitale
ASP,4.03.10.01.005,Trasferimenti c/capitale
EPF,4.03.10.01.005,Trasferimenti c/capitale
FLS,4.03.10.01.005,Trasferimenti c/capitale
MON,4.03.10.01.005,Trasferimenti c/capitale
PRO,4.03.10.01.005,Trasferimenti c/capitale
REG,4.03.10.01.005,Trasferimenti c/capitale
RIC,4.03.10.01.005,Trasferimenti c/capitale
