codice_gestione,codice_voce,macro_area,macro_categoria
EPF,3.03.06.02.017,Incremento attivita' finanziarie,Incremento attivita' finanziarie
FLS,3.03.06.02.017,Incremento attivita' finanziarie,Incremento attivita' finanziarie
MON,3.03.06.02.017,Incremento attivita' finanziarie,Incremento attivita' finanziarie
PRO,3.03.06.02.017,Incremento attivita' finanziarie,Incremento attivita' finanziarie
REG,3.03.06.02.017,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP1,3.03.06.02.017,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP3,3.03.06.02.017,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP8,3.03.06.02.017,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCE,3.03.06.02.017,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCF,3.03.06.02.017,Incremento attivita' finanziarie,Incremento attivita' finanziarie
AAI,3.03.06.02.018,Incremento attivita' finanziarie,Incremento attivita' finanziarie
ASP,3.03.06.02.018,Incremento attivita' finanziarie,Incremento attivita' finanziarie
EPF,3.03.06.02.018,Incremento attivita' finanziarie,Incremento attivita' finanziarie
FLS,3.03.06.02.018,Incremento attivita' finanziarie,Incremento attivita' finanziarie
MON,3.03.06.02.018,Incremento attivita' finanziarie,Incremento attivita' finanziarie
PRO,3.03.06.02.018,Incremento attivita' finanziarie,Incremento attivita' finanziarie
REG,3.03.06.02.018,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP1,3.03.06.02.018,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP3,3.03.06.02.018,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP8,3.03.06.02.018,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCE,3.03.06.02.018,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCF,3.03.06.02.018,Incremento attivita' finanziarie,Incremento attivita' finanziarie
AAI,3.03.06.02.019,Incremento attivita' finanziarie,Incremento attivita' finanziarie
ASP,3.03.06.02.019,Incremento attivita' finanziarie,Incremento attivita' finanziarie
EPF,3.03.06.02.019,Incremento attivita' finanziarie,Incremento attivita' finanziarie
FLS,3.03.06.02.019,Incremento attivita' finanziarie,Incremento attivita' finanziarie
MON,3.03.06.02.019,Incremento attivita' finanziarie,Incremento attivita' finanziarie
PRO,3.03.06.02.019,Incremento attivita' finanziarie,Incremento attivita' finanziarie
REG,3.03.06.02.019,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP1,3.03.06.02.019,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP3,3.03.06.02.019,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP8,3.03.06.02.019,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCE,3.03.06.02.019,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCF,3.03.06.02.019,Incremento attivita' finanziarie,Incremento attivita' finanziarie
AAI,3.03.06.02.999,Incremento attivita' finanziarie,Incremento attivita' finanziarie
ASP,3.03.06.02.999,Incremento attivita' finanziarie,Incremento attivita' finanziarie
EPF,3.03.06.02.999,Incremento attivita' finanziarie,Incremento attivita' finanziarie
FLS,3.03.06.02.999,Incremento attivita' finanziarie,Incremento attivita' finanziarie
MON,3.03.06.02.999,Incremento attivita' finanziarie,Incremento attivita' finanziarie
PRO,3.03.06.02.999,Incremento attivita' finanziarie,Incremento attivita' finanziarie
REG,3.03.06.02.999,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP1,3.03.06.02.999,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP3,3.03.06.02.999,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP8,3.03.06.02.999,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCE,3.03.06.02.999,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCF,3.03.06.02.999,Incremento attivita' finanziarie,Incremento attivita' finanziarie
AAI,3.03.06.03.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
ASP,3.03.06.03.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
EPF,3.03.06.03.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
FLS,3.03.06.03.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
MON,3.03.06.03.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
PRO,3.03.06.03.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
REG,3.03.06.03.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP1,3.03.06.03.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP3,3.03.06.03.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP8,3.03.06.03.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCE,3.03.06.03.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCF,3.03.06.03.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
AAI,3.03.06.03.002,Incremento attivita' finanziarie,Incremento attivita' finanziarie
ASP,3.03.06.03.002,Incremento attivita' finanziarie,Incremento attivita' finanziarie
EPF,3.03.06.03.002,Incremento attivita' finanziarie,Incremento attivita' finanziarie
FLS,3.03.06.03.002,Incremento attivita' finanziarie,Incremento attivita' finanziarie
MON,3.03.06.03.002,Incremento attivita' finanziarie,Incremento attivita' finanziarie
PRO,3.03.06.03.002,Incremento attivita' finanziarie,Incremento attivita' finanziarie
REG,3.03.06.03.002,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP1,3.03.06.03.002,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP3,3.03.06.03.002,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP8,3.03.06.03.002,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCE,3.03.06.03.002,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCF,3.03.06.03.002,Incremento attivita' finanziarie,Incremento attivita' finanziarie
AAI,3.03.06.03.999,Incremento attivita' finanziarie,Incremento attivita' finanziarie
ASP,3.03.06.03.999,Incremento attivita' finanziarie,Incremento attivita' finanziarie
EPF,3.03.06.03.999,Incremento attivita' finanziarie,Incremento attivita' finanziarie
FLS,3.03.06.03.999,Incremento attivita' finanziarie,Incremento attivita' finanziarie
MON,3.03.06.03.999,Incremento attivita' finanziarie,Incremento attivita' finanziarie
PRO,3.03.06.03.999,Incremento attivita' finanziarie,Incremento attivita' finanziarie
REG,3.03.06.03.999,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP1,3.03.06.03.999,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP3,3.03.06.03.999,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP8,3.03.06.03.999,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCE,3.03.06.03.999,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCF,3.03.06.03.999,Incremento attivita' finanziarie,Incremento attivita' finanziarie
AAI,3.03.06.04.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
ASP,3.03.06.04.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
EPF,3.03.06.04.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
FLS,3.03.06.04.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
MON,3.03.06.04.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
PRO,3.03.06.04.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
REG,3.03.06.04.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP1,3.03.06.04.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP3,3.03.06.04.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP8,3.03.06.04.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCE,3.03.06.04.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCF,3.03.06.04.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
AAI,3.03.07.01.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
ASP,3.03.07.01.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
EPF,3.03.07.01.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
FLS,3.03.07.01.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
MON,3.03.07.01.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
PRO,3.03.07.01.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
REG,3.03.07.01.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP1,3.03.07.01.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP3,3.03.07.01.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP8,3.03.07.01.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCE,3.03.07.01.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCF,3.03.07.01.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
AAI,3.03.08.01.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
ASP,3.03.08.01.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
EPF,3.03.08.01.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
FLS,3.03.08.01.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
MON,3.03.08.01.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
PRO,3.03.08.01.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
REG,3.03.08.01.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP1,3.03.08.01.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP3,3.03.08.01.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP8,3.03.08.01.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCE,3.03.08.01.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCF,3.03.08.01.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
AAI,3.03.08.02.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
ASP,3.03.08.02.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
EPF,3.03.08.02.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
FLS,3.03.08.02.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
MON,3.03.08.02.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
PRO,3.03.08.02.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
REG,3.03.08.02.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP1,3.03.08.02.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP3,3.03.08.02.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP8,3.03.08.02.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCE,3.03.08.02.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCF,3.03.08.02.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
AAI,3.03.08.03.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
ASP,3.03.08.03.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
EPF,3.03.08.03.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
FLS,3.03.08.03.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
MON,3.03.08.03.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
PRO,3.03.08.03.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
REG,3.03.08.03.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP1,3.03.08.03.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP3,3.03.08.03.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP8,3.03.08.03.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCE,3.03.08.03.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCF,3.03.08.03.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
AAI,3.03.08.04.999,Incremento attivita' finanziarie,Incremento attivita' finanziarie
ASP,3.03.08.04.999,Incremento attivita' finanziarie,Incremento attivita' finanziarie
EPF,3.03.08.04.999,Incremento attivita' finanziarie,Incremento attivita' finanziarie
FLS,3.03.08.04.999,Incremento attivita' finanziarie,Incremento attivita' finanziarie
MON,3.03.08.04.999,Incremento attivita' finanziarie,Incremento attivita' finanziarie
PRO,3.03.08.04.999,Incremento attivita' finanziarie,Incremento attivita' finanziarie
REG,3.03.08.04.999,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP1,3.03.08.04.999,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP3,3.03.08.04.999,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP8,3.03.08.04.999,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCE,3.03.08.04.999,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCF,3.03.08.04.999,Incremento attivita' finanziarie,Incremento attivita' finanziarie
AAI,3.03.09.01.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
ASP,3.03.09.01.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
EPF,3.03.09.01.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
FLS,3.03.09.01.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
MON,3.03.09.01.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
PRO,3.03.09.01.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
REG,3.03.09.01.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP1,3.03.09.01.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP3,3.03.09.01.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP8,3.03.09.01.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCE,3.03.09.01.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCF,3.03.09.01.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
AAI,3.03.10.01.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
ASP,3.03.10.01.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
EPF,3.03.10.01.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
FLS,3.03.10.01.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
MON,3.03.10.01.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
PRO,3.03.10.01.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
REG,3.03.10.01.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP1,3.03.10.01.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP3,3.03.10.01.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP8,3.03.10.01.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCE,3.03.10.01.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCF,3.03.10.01.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
AAI,3.03.10.02.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
ASP,3.03.10.02.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
EPF,3.03.10.02.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
FLS,3.03.10.02.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
MON,3.03.10.02.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
PRO,3.03.10.02.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
REG,3.03.10.02.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
RIC,3.03.10.02.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP1,3.03.10.02.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP3,3.03.10.02.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP4,3.03.10.02.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
SP8,3.03.10.02.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCE,3.03.10.02.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
VCF,3.03.10.02.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
AAI,3.03.11.01.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
ASP,3.03.11.01.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
EPF,3.03.11.01.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
FLS,3.03.11.01.001,Incremento attivita' finanziarie,Incremento attivita' finanziarie
